item_id	item_name	zone_id	zone_name	source_type	category
9480	Fine Hammered Faceguard	215	poair	npc_drop	elemental
26712	Flaming Phoenix Crest	215	poair	npc_drop	elemental
26731	Flask of Pure Water	215	poair	npc_drop	elemental
26715	Fog Fragment	215	poair	npc_drop	elemental
26716	Gaseous Condensate	215	poair	npc_drop	elemental
8772	Gleaming Pendant of Xegony	215	poair	npc_drop	elemental
26714	Globe of Pure Air	215	poair	npc_drop	elemental
29132	Glyphed Rune Word	215	poair	npc_drop	elemental
26725	Golden Ear Hoop	215	poair	npc_drop	elemental
26730	Goldleaf Tiara	215	poair	npc_drop	elemental
26795	Grimoire of Extraplanar Wisdom	215	poair	npc_drop	elemental
22889	Heavy Bludgeoner	215	poair	npc_drop	elemental
16258	Hope Stone	215	poair	npc_drop	elemental
26723	Intricate Wood Carving	215	poair	npc_drop	elemental
26718	Iridescent Plume	215	poair	npc_drop	elemental
24587	Ivory Hilted Cleaver	215	poair	npc_drop	elemental
26732	Ivory Stormrider Canine	215	poair	npc_drop	elemental
26727	Links of Chain	215	poair	npc_drop	elemental
26733	Luminous Bangle	215	poair	npc_drop	elemental
26721	Magnificent Thorax	215	poair	npc_drop	elemental
29744	Mephit Meat	215	poair	npc_drop	elemental
26722	Multifaceted Eye	215	poair	npc_drop	elemental
28642	Mystical Essence of Dust	215	poair	npc_drop	elemental
28641	Mystical Essence of Mist	215	poair	npc_drop	elemental
28640	Mystical Essence of Smoke	215	poair	npc_drop	elemental
28639	Mystical Essence of Wind	215	poair	npc_drop	elemental
10028	Peridot	215	poair	npc_drop	elemental
29746	Phoenix Egg	215	poair	npc_drop	elemental
16153	Prismatic Belt of the Queztocatal	215	poair	npc_drop	elemental
26717	Prismatic Feather	215	poair	npc_drop	elemental
10231	Puremetal Band	215	poair	npc_drop	elemental
13690	Puresteel Mantle	215	poair	npc_drop	elemental
20609	Radiant Feather	215	poair	npc_drop	elemental
15981	Raw Diamond	215	poair	npc_drop	elemental
13668	Resplendent Epaulets	215	poair	npc_drop	elemental
24569	Rune Stamped Blade	215	poair	npc_drop	elemental
9468	Scintillating Feather Mask	215	poair	npc_drop	elemental
26726	Shining Metallic Splinter	215	poair	npc_drop	elemental
26713	Shining Talon	215	poair	npc_drop	elemental
26720	Silken Strand	215	poair	npc_drop	elemental
10234	Simple Ring of Purity	215	poair	npc_drop	elemental
26711	Smoldering Phoenix Feather	215	poair	npc_drop	elemental
26724	Soft Sanguine Sash	215	poair	npc_drop	elemental
16567	Sparkling Satin Pantaloons	215	poair	npc_drop	elemental
22969	Sparkling Shortsword	215	poair	npc_drop	elemental
29131	Spectral Parchment	215	poair	npc_drop	elemental
19437	Spiked Toe Boots	215	poair	npc_drop	elemental
16285	Strand of Ether	215	poair	npc_drop	elemental
20617	Symbol of the Swirling Maelstrom	215	poair	npc_drop	elemental
15970	Tainted Planar Essence	215	poair	npc_drop	elemental
15812	Tethered Air Cape	215	poair	npc_drop	elemental
27992	The Rhythm of Xegony	215	poair	npc_drop	elemental
14747	Vest of Phoenix Feathers	215	poair	npc_drop	elemental
24093	Wax Flower	215	poair	npc_drop	elemental
2630	Whispering Air Bangle	215	poair	npc_drop	elemental
15871	Woven Steel Sash	215	poair	npc_drop	elemental
26788	Xephyrus, Wand of the Flowing Wind	215	poair	npc_drop	elemental
21745	A Kraken Eye	216	powater	npc_drop	elemental
28293	A Living Fragment of Water	216	powater	npc_drop	elemental
7127	Abalone Earring	216	powater	npc_drop	elemental
9488	Abalone Engraved Tribal Mask	216	powater	npc_drop	elemental
14962	Algae Covered Chainmail	216	powater	npc_drop	elemental
24774	Algae Covered Stiletto	216	powater	npc_drop	elemental
7756	Amulet of the Starfish	216	powater	npc_drop	elemental
21852	An Oblong Seashell	216	powater	npc_drop	elemental
22503	Blue Diamond	216	powater	npc_drop	elemental
16282	Brick of Ethereal Energy	216	powater	npc_drop	elemental
29535	Chunk of E'cian Ice	216	powater	npc_drop	elemental
22899	Coral Headed Mace	216	powater	npc_drop	elemental
24594	Coral Hilted Shortsword	216	powater	npc_drop	elemental
25994	Coral Hilted Tulwar	216	powater	npc_drop	elemental
20887	Coral Shard	216	powater	npc_drop	elemental
21747	Crab Meat	216	powater	npc_drop	elemental
10037	Diamond	216	powater	npc_drop	elemental
16097	Double Woven Kelp Cord	216	powater	npc_drop	elemental
10242	Earring of Embedded Coral	216	powater	npc_drop	elemental
16370	Elemental Boot Mold	216	powater	npc_drop	elemental
16369	Elemental Bracer Mold	216	powater	npc_drop	elemental
16368	Elemental Chain Boot Pattern	216	powater	npc_drop	elemental
16365	Elemental Chain Bracelet Pattern	216	powater	npc_drop	elemental
16367	Elemental Chain Pant Pattern	216	powater	npc_drop	elemental
16364	Elemental Chain Sleeve Pattern	216	powater	npc_drop	elemental
16373	Elemental Greaves Mold	216	powater	npc_drop	elemental
16382	Elemental Leather Boot Pattern	216	powater	npc_drop	elemental
16381	Elemental Leather Pant Pattern	216	powater	npc_drop	elemental
16378	Elemental Leather Sleeve Pattern	216	powater	npc_drop	elemental
16379	Elemental Leather Wrist Pattern	216	powater	npc_drop	elemental
16389	Elemental Silk Boot Pattern	216	powater	npc_drop	elemental
16386	Elemental Silk Bracelet Pattern	216	powater	npc_drop	elemental
16388	Elemental Silk Pant Pattern	216	powater	npc_drop	elemental
16385	Elemental Silk Sleeve Pattern	216	powater	npc_drop	elemental
16372	Elemental Vambrace Mold	216	powater	npc_drop	elemental
21735	Emerald Colored Mephit Scales	216	powater	npc_drop	elemental
27268	Enormous Seascale	216	powater	npc_drop	elemental
16265	Essence of Water	216	powater	npc_drop	elemental
21738	Frog Skins	216	powater	npc_drop	elemental
21739	Frogs Feet	216	powater	npc_drop	elemental
22990	Gem Encrusted Axe	216	powater	npc_drop	elemental
21734	Gemmed Fin	216	powater	npc_drop	elemental
29132	Glyphed Rune Word	216	powater	npc_drop	elemental
26220	Hammer of Crushing Waves	216	powater	npc_drop	elemental
16258	Hope Stone	216	powater	npc_drop	elemental
21741	Hraquis Antennae	216	powater	npc_drop	elemental
21742	Hraquis Tail	216	powater	npc_drop	elemental
27272	Intricately Etched Seashell	216	powater	npc_drop	elemental
22946	Kelp Hilted Mace	216	powater	npc_drop	elemental
13634	Kelp-lined Mantle	216	powater	npc_drop	elemental
21746	Kraken Meat	216	powater	npc_drop	elemental
21744	Kraken Suction Cups	216	powater	npc_drop	elemental
21737	Large Mephit Fins	216	powater	npc_drop	elemental
27994	Lute of the Flowing Waters	216	powater	npc_drop	elemental
14961	Mail of Storms	216	powater	npc_drop	elemental
13657	Mantle of Seascales	216	powater	npc_drop	elemental
29744	Mephit Meat	216	powater	npc_drop	elemental
15876	Moss Covered Twine	216	powater	npc_drop	elemental
10654	Moss Encrusted Band	216	powater	npc_drop	elemental
24086	Ocean Ink	216	powater	npc_drop	elemental
19088	Oceanic Kelp Boots	216	powater	npc_drop	elemental
21740	Oil of a Frog	216	powater	npc_drop	elemental
20506	Opalescent Seascale	216	powater	npc_drop	elemental
26038	Opalescent Two-Handed Sword	216	powater	npc_drop	elemental
11420	Ornate Coral Armguards	216	powater	npc_drop	elemental
21749	Parasite Infected Crab Carapace	216	powater	npc_drop	elemental
20889	Pearlescent Gemstone	216	powater	npc_drop	elemental
10028	Peridot	216	powater	npc_drop	elemental
15813	Phosphorescent Kelp-lined Cloak	216	powater	npc_drop	elemental
11408	Phosphorescent Sleeves	216	powater	npc_drop	elemental
25986	Plankton Laced Greatsword	216	powater	npc_drop	elemental
30195	Primordial Driftwood Bow Staff	216	powater	npc_drop	elemental
20629	Putrid Chunk of Moss	216	powater	npc_drop	elemental
15981	Raw Diamond	216	powater	npc_drop	elemental
29777	Regrua Claws	216	powater	npc_drop	elemental
10945	Ring of Algae	216	powater	npc_drop	elemental
8788	Seascale Talisman	216	powater	npc_drop	elemental
16605	Seaweed Woven Leggings	216	powater	npc_drop	elemental
5791	Sharkbone Earring	216	powater	npc_drop	elemental
13694	Sharkbone Plated Shoulderpads	216	powater	npc_drop	elemental
21885	Sharkspine Club	216	powater	npc_drop	elemental
11426	Shellplated Armguards	216	powater	npc_drop	elemental
27318	Shield of Coral	216	powater	npc_drop	elemental
21732	Shimmering Fish Gills	216	powater	npc_drop	elemental
29984	Slarghilug Kelp Strands	216	powater	npc_drop	elemental
29498	Slarghilug Slime	216	powater	npc_drop	elemental
21736	Small Mephit Fins	216	powater	npc_drop	elemental
29514	Soapstone	216	powater	npc_drop	elemental
21733	Sparkling Fish Scales	216	powater	npc_drop	elemental
29131	Spectral Parchment	216	powater	npc_drop	elemental
16285	Strand of Ether	216	powater	npc_drop	elemental
15970	Tainted Planar Essence	216	powater	npc_drop	elemental
29774	Triloun Meat	216	powater	npc_drop	elemental
29522	Water Mephit Blood	216	powater	npc_drop	elemental
31596	Water Mephit Skin	216	powater	npc_drop	elemental
21743	Waterlogged Sash	216	powater	npc_drop	elemental
21761	A Flaming Head	217	pofire	npc_drop	elemental
28294	A Living Fragment of Fire	217	pofire	npc_drop	elemental
10240	Band of Elder Understanding	217	pofire	npc_drop	elemental
27167	Basalt Bulwark	217	pofire	npc_drop	elemental
21765	Black Nightmare Hide	217	pofire	npc_drop	elemental
20620	Black Rage of Flame	217	pofire	npc_drop	elemental
20507	Blackflame Sphere	217	pofire	npc_drop	elemental
27996	Blaring Horn of Fire	217	pofire	npc_drop	elemental
21758	Blistered Arachnid Legs	217	pofire	npc_drop	elemental
22503	Blue Diamond	217	pofire	npc_drop	elemental
11030	Bracer of Flickering Flames	217	pofire	npc_drop	elemental
16282	Brick of Ethereal Energy	217	pofire	npc_drop	elemental
29534	Brick of Molten Ore	217	pofire	npc_drop	elemental
9487	Burning Mask of Terror	217	pofire	npc_drop	elemental
21757	Burnt Silk	217	pofire	npc_drop	elemental
15814	Cape of Flames	217	pofire	npc_drop	elemental
27699	Charm of Defense	217	pofire	npc_drop	elemental
21756	Charred Arachnid Thorax	217	pofire	npc_drop	elemental
9960	Circle of Blue Flame	217	pofire	npc_drop	elemental
12082	Cloak of Combustion	217	pofire	npc_drop	elemental
12054	Cord of the Pyre	217	pofire	npc_drop	elemental
10037	Diamond	217	pofire	npc_drop	elemental
21760	Doomfire Cape	217	pofire	npc_drop	elemental
21759	Doomfire Sash	217	pofire	npc_drop	elemental
15864	Drape of the Agile	217	pofire	npc_drop	elemental
16679	Earring of Eternal Flame	217	pofire	npc_drop	elemental
16370	Elemental Boot Mold	217	pofire	npc_drop	elemental
16369	Elemental Bracer Mold	217	pofire	npc_drop	elemental
16368	Elemental Chain Boot Pattern	217	pofire	npc_drop	elemental
16365	Elemental Chain Bracelet Pattern	217	pofire	npc_drop	elemental
16362	Elemental Chain Coif Pattern	217	pofire	npc_drop	elemental
16366	Elemental Chain Glove Pattern	217	pofire	npc_drop	elemental
16367	Elemental Chain Pant Pattern	217	pofire	npc_drop	elemental
16364	Elemental Chain Sleeve Pattern	217	pofire	npc_drop	elemental
16374	Elemental Gauntlet Mold	217	pofire	npc_drop	elemental
16373	Elemental Greaves Mold	217	pofire	npc_drop	elemental
16371	Elemental Helm Mold	217	pofire	npc_drop	elemental
16382	Elemental Leather Boot Pattern	217	pofire	npc_drop	elemental
16380	Elemental Leather Glove Pattern	217	pofire	npc_drop	elemental
16376	Elemental Leather Helm Pattern	217	pofire	npc_drop	elemental
16381	Elemental Leather Pant Pattern	217	pofire	npc_drop	elemental
16378	Elemental Leather Sleeve Pattern	217	pofire	npc_drop	elemental
16379	Elemental Leather Wrist Pattern	217	pofire	npc_drop	elemental
16389	Elemental Silk Boot Pattern	217	pofire	npc_drop	elemental
16386	Elemental Silk Bracelet Pattern	217	pofire	npc_drop	elemental
16387	Elemental Silk Glove Pattern	217	pofire	npc_drop	elemental
16388	Elemental Silk Pant Pattern	217	pofire	npc_drop	elemental
16385	Elemental Silk Sleeve Pattern	217	pofire	npc_drop	elemental
16383	Elemental Silk Turban Pattern	217	pofire	npc_drop	elemental
16372	Elemental Vambrace Mold	217	pofire	npc_drop	elemental
16262	Essence of Fire	217	pofire	npc_drop	elemental
21767	Eternally Burning Embers	217	pofire	npc_drop	elemental
21770	Eye of Eternal Fire	217	pofire	npc_drop	elemental
20618	Fang of Flame	217	pofire	npc_drop	elemental
29993	Fiend Gut	217	pofire	npc_drop	elemental
21750	Fiery Granite	217	pofire	npc_drop	elemental
21754	Fiery Mephit Talons	217	pofire	npc_drop	elemental
26738	Fiery Staff of Zha	217	pofire	npc_drop	elemental
29981	Fire Arachnid Silk	217	pofire	npc_drop	elemental
11324	Fire Crested Rune	217	pofire	npc_drop	elemental
27648	Fire Marked Rune	217	pofire	npc_drop	elemental
29521	Fire Mephit Blood	217	pofire	npc_drop	elemental
31447	Fire Mephit Skin	217	pofire	npc_drop	elemental
21751	Fire-veined Stone	217	pofire	npc_drop	elemental
15870	Flame Buckled Belt	217	pofire	npc_drop	elemental
21768	Flame Encased Feather	217	pofire	npc_drop	elemental
21755	Flame Encased Mephit Wing	217	pofire	npc_drop	elemental
15803	Flame Gilded Cloak	217	pofire	npc_drop	elemental
26798	Flame Idol of Ro	217	pofire	npc_drop	elemental
12510	Gleaming Mesh Girdle	217	pofire	npc_drop	elemental
29132	Glyphed Rune Word	217	pofire	npc_drop	elemental
12592	Great Mask of Flame	217	pofire	npc_drop	elemental
21771	Green, Glowing Eye	217	pofire	npc_drop	elemental
16258	Hope Stone	217	pofire	npc_drop	elemental
21772	Horn of the Fiend	217	pofire	npc_drop	elemental
24602	Ifir, Dagger of Fire	217	pofire	npc_drop	elemental
14943	Immaculate Vest of the Fire Tyrant	217	pofire	npc_drop	elemental
21773	Incisor of the Fiend	217	pofire	npc_drop	elemental
20439	Ivory Candle Skull	217	pofire	npc_drop	elemental
21898	Knight's Gleaming Mace	217	pofire	npc_drop	elemental
9479	Lava Forged Face Guard	217	pofire	npc_drop	elemental
21752	Magma Crystals	217	pofire	npc_drop	elemental
11026	Manacle of the Wise	217	pofire	npc_drop	elemental
13644	Mantle of Flame Wisdom	217	pofire	npc_drop	elemental
9462	Mask of the Insightful	217	pofire	npc_drop	elemental
21753	Mephit Eyes	217	pofire	npc_drop	elemental
29744	Mephit Meat	217	pofire	npc_drop	elemental
21764	Metallic Substance	217	pofire	npc_drop	elemental
21766	Molten Nightmare Hoof	217	pofire	npc_drop	elemental
7767	Necklace of Reflected Flames	217	pofire	npc_drop	elemental
23494	Obsidian Battle Sword	217	pofire	npc_drop	elemental
30192	Obsidianwood Bow Staff	217	pofire	npc_drop	elemental
29495	Obsidianwood Sap	217	pofire	npc_drop	elemental
21769	Orb of Eternal Flame	217	pofire	npc_drop	elemental
25981	Ornate Greatblade	217	pofire	npc_drop	elemental
10028	Peridot	217	pofire	npc_drop	elemental
9320	Phoenix Claw Talisman	217	pofire	npc_drop	elemental
29746	Phoenix Egg	217	pofire	npc_drop	elemental
24082	Phosphorous Powder	217	pofire	npc_drop	elemental
21762	Potion of Molten Lava	217	pofire	npc_drop	elemental
15981	Raw Diamond	217	pofire	npc_drop	elemental
19094	Sable Shoes of Flame	217	pofire	npc_drop	elemental
24796	Savage Platinum Fists	217	pofire	npc_drop	elemental
11323	Shimmering Sleeves of Flame	217	pofire	npc_drop	elemental
13654	Shining Crimson Shawl	217	pofire	npc_drop	elemental
6510	Silver Flame Bauble	217	pofire	npc_drop	elemental
21763	Solidified Magma	217	pofire	npc_drop	elemental
24589	Spear of Fire	217	pofire	npc_drop	elemental
29131	Spectral Parchment	217	pofire	npc_drop	elemental
24789	Staff of Eternal Flames	217	pofire	npc_drop	elemental
16285	Strand of Ether	217	pofire	npc_drop	elemental
15970	Tainted Planar Essence	217	pofire	npc_drop	elemental
21720	A Ball of Elemental Clay	218	poeartha	npc_drop	elemental
28636	A Gem-Etched Key	218	poeartha	npc_drop	elemental
21718	A Large Root	218	poeartha	npc_drop	elemental
28295	A Living Fragment of Earth	218	poeartha	npc_drop	elemental
27290	Aegis of the Earth	218	poeartha	npc_drop	elemental
21721	An Elemental Stone	218	poeartha	npc_drop	elemental
21723	Armadillo Carapace	218	poeartha	npc_drop	elemental
20505	Ball of Golem Clay	218	poeartha	npc_drop	elemental
21710	Blood Red Gem	218	poeartha	npc_drop	elemental
22503	Blue Diamond	218	poeartha	npc_drop	elemental
20453	Bone Sliver Ornament	218	poeartha	npc_drop	elemental
11103	Bracers of Earthen Energy	218	poeartha	npc_drop	elemental
16282	Brick of Ethereal Energy	218	poeartha	npc_drop	elemental
29536	Brick of Immaculate Steel	218	poeartha	npc_drop	elemental
21722	Charred Earth	218	poeartha	npc_drop	elemental
21708	Chips of Granite	218	poeartha	npc_drop	elemental
21728	Chunk of Compressed Earth	218	poeartha	npc_drop	elemental
27106	Circular Crystalline Formation	218	poeartha	npc_drop	elemental
11096	Clay Bracers of the Golem	218	poeartha	npc_drop	elemental
15827	Cloak of Earthen Twine	218	poeartha	npc_drop	elemental
15840	Cloak of Flickering Flame	218	poeartha	npc_drop	elemental
22896	Club of Slime	218	poeartha	npc_drop	elemental
26659	Crocodile Toe	218	poeartha	npc_drop	elemental
21726	Crystalline Shard	218	poeartha	npc_drop	elemental
21731	Crystallized Mephit Horn	218	poeartha	npc_drop	elemental
10037	Diamond	218	poeartha	npc_drop	elemental
21724	Dirt Clod	218	poeartha	npc_drop	elemental
21711	Dirt Covered Frogskin	218	poeartha	npc_drop	elemental
3223	Earring of Living Earth	218	poeartha	npc_drop	elemental
29982	Earth Arborean Fibers	218	poeartha	npc_drop	elemental
29523	Earth Mephit Blood	218	poeartha	npc_drop	elemental
31448	Earth Mephit Skin	218	poeartha	npc_drop	elemental
22877	Earthen Fist	218	poeartha	npc_drop	elemental
10249	Earthtoned Band	218	poeartha	npc_drop	elemental
16369	Elemental Bracer Mold	218	poeartha	npc_drop	elemental
16365	Elemental Chain Bracelet Pattern	218	poeartha	npc_drop	elemental
16379	Elemental Leather Wrist Pattern	218	poeartha	npc_drop	elemental
16386	Elemental Silk Bracelet Pattern	218	poeartha	npc_drop	elemental
26658	Emerald Crocodile Scale	218	poeartha	npc_drop	elemental
26657	Enormous Croc Tooth	218	poeartha	npc_drop	elemental
26869	Ent Leaf	218	poeartha	npc_drop	elemental
8780	Entropy Pendant	218	poeartha	npc_drop	elemental
10230	Entwined Ring of the Ent	218	poeartha	npc_drop	elemental
25695	Entwood Earring	218	poeartha	npc_drop	elemental
16264	Essence of Mud	218	poeartha	npc_drop	elemental
19144	Flowing Moss Mantle	218	poeartha	npc_drop	elemental
16154	Girdle of Earthen Stability	218	poeartha	npc_drop	elemental
20619	Glowing Chunk of Molten Earth	218	poeartha	npc_drop	elemental
29132	Glyphed Rune Word	218	poeartha	npc_drop	elemental
21725	Grain of Living Earth	218	poeartha	npc_drop	elemental
26049	Great Lance of Stone	218	poeartha	npc_drop	elemental
21714	Hand Shaped Rock	218	poeartha	npc_drop	elemental
16258	Hope Stone	218	poeartha	npc_drop	elemental
21707	Large Chunk of Clay	218	poeartha	npc_drop	elemental
27295	Large Chunk of Ent Bark	218	poeartha	npc_drop	elemental
21719	Leaf Encrusted Branch	218	poeartha	npc_drop	elemental
16637	Leaf-jointed Cloak	218	poeartha	npc_drop	elemental
21705	Liquefied Earth	218	poeartha	npc_drop	elemental
26743	Liquified Orb	218	poeartha	npc_drop	elemental
21703	Magical Bark	218	poeartha	npc_drop	elemental
21702	Magically Enforced Branch	218	poeartha	npc_drop	elemental
11018	Manacle of Disruption	218	poeartha	npc_drop	elemental
21709	Marbled Rock Formation	218	poeartha	npc_drop	elemental
29744	Mephit Meat	218	poeartha	npc_drop	elemental
21729	Mephit Wings	218	poeartha	npc_drop	elemental
21706	Mud Covered Stones	218	poeartha	npc_drop	elemental
21716	Odd Shaped Stone Formation	218	poeartha	npc_drop	elemental
21727	Oddly Shaped Crystal Formation	218	poeartha	npc_drop	elemental
10028	Peridot	218	poeartha	npc_drop	elemental
21704	Pile of Woodchips	218	poeartha	npc_drop	elemental
21712	Poisonous Frog Venom	218	poeartha	npc_drop	elemental
9442	Precious Gemstone Adorned Mask	218	poeartha	npc_drop	elemental
9490	Primal Mask of the Earthcrafter	218	poeartha	npc_drop	elemental
15981	Raw Diamond	218	poeartha	npc_drop	elemental
7129	Rock Adorned Stud	218	poeartha	npc_drop	elemental
21717	Root Entwined Chunk of Dirt	218	poeartha	npc_drop	elemental
24643	Sharp Gem Formation	218	poeartha	npc_drop	elemental
21730	Shattered Crystal	218	poeartha	npc_drop	elemental
15822	Shroud of the Stonecrafter	218	poeartha	npc_drop	elemental
29131	Spectral Parchment	218	poeartha	npc_drop	elemental
13767	Spiked Skull Shoulderpads	218	poeartha	npc_drop	elemental
20454	Stone Etched Mallet	218	poeartha	npc_drop	elemental
25983	Stone Etched War Sword	218	poeartha	npc_drop	elemental
30193	Stonewood Bow Staff	218	poeartha	npc_drop	elemental
29496	Stonewood Sap	218	poeartha	npc_drop	elemental
16285	Strand of Ether	218	poeartha	npc_drop	elemental
15970	Tainted Planar Essence	218	poeartha	npc_drop	elemental
21715	Tooth Shaped Rock	218	poeartha	npc_drop	elemental
24089	Twilight Worms	218	poeartha	npc_drop	elemental
30074	Vegerog Vine	218	poeartha	npc_drop	elemental
21713	Venom Saturated Earth	218	poeartha	npc_drop	elemental
27998	War Drums of the Rathe	218	poeartha	npc_drop	elemental
22980	Whip of the Earthcrafter	218	poeartha	npc_drop	elemental
11054	Wristband of the Rathe	218	poeartha	npc_drop	elemental
21720	A Ball of Elemental Clay	222	poearthb	npc_drop	elemental
21718	A Large Root	222	poearthb	npc_drop	elemental
28295	A Living Fragment of Earth	222	poearthb	npc_drop	elemental
21721	An Elemental Stone	222	poearthb	npc_drop	elemental
16158	Bands of Earthen Energy	222	poearthb	npc_drop	elemental
22503	Blue Diamond	222	poearthb	npc_drop	elemental
16282	Brick of Ethereal Energy	222	poearthb	npc_drop	elemental
29536	Brick of Immaculate Steel	222	poearthb	npc_drop	elemental
21722	Charred Earth	222	poearthb	npc_drop	elemental
15002	Chestguard of Enchanted Marble	222	poearthb	npc_drop	elemental
22972	Clawed Earthcrafter's Hoop	222	poearthb	npc_drop	elemental
21731	Crystallized Mephit Horn	222	poearthb	npc_drop	elemental
21875	Cudgel of Glowing Clay	222	poearthb	npc_drop	elemental
10037	Diamond	222	poearthb	npc_drop	elemental
29523	Earth Mephit Blood	222	poearthb	npc_drop	elemental
31448	Earth Mephit Skin	222	poearthb	npc_drop	elemental
20621	Earthen Bile	222	poearthb	npc_drop	elemental
24879	Earthspined Staff	222	poearthb	npc_drop	elemental
16370	Elemental Boot Mold	222	poearthb	npc_drop	elemental
16368	Elemental Chain Boot Pattern	222	poearthb	npc_drop	elemental
16362	Elemental Chain Coif Pattern	222	poearthb	npc_drop	elemental
16366	Elemental Chain Glove Pattern	222	poearthb	npc_drop	elemental
16367	Elemental Chain Pant Pattern	222	poearthb	npc_drop	elemental
16364	Elemental Chain Sleeve Pattern	222	poearthb	npc_drop	elemental
16374	Elemental Gauntlet Mold	222	poearthb	npc_drop	elemental
16373	Elemental Greaves Mold	222	poearthb	npc_drop	elemental
16371	Elemental Helm Mold	222	poearthb	npc_drop	elemental
16382	Elemental Leather Boot Pattern	222	poearthb	npc_drop	elemental
16380	Elemental Leather Glove Pattern	222	poearthb	npc_drop	elemental
16376	Elemental Leather Helm Pattern	222	poearthb	npc_drop	elemental
16381	Elemental Leather Pant Pattern	222	poearthb	npc_drop	elemental
16378	Elemental Leather Sleeve Pattern	222	poearthb	npc_drop	elemental
16389	Elemental Silk Boot Pattern	222	poearthb	npc_drop	elemental
16387	Elemental Silk Glove Pattern	222	poearthb	npc_drop	elemental
16388	Elemental Silk Pant Pattern	222	poearthb	npc_drop	elemental
16385	Elemental Silk Sleeve Pattern	222	poearthb	npc_drop	elemental
16383	Elemental Silk Turban Pattern	222	poearthb	npc_drop	elemental
16372	Elemental Vambrace Mold	222	poearthb	npc_drop	elemental
32111	Essence of Earth	222	poearthb	npc_drop	elemental
29132	Glyphed Rune Word	222	poearthb	npc_drop	elemental
21714	Hand Shaped Rock	222	poearthb	npc_drop	elemental
16258	Hope Stone	222	poearthb	npc_drop	elemental
29770	Jord Meat	222	poearthb	npc_drop	elemental
21707	Large Chunk of Clay	222	poearthb	npc_drop	elemental
21719	Leaf Encrusted Branch	222	poearthb	npc_drop	elemental
11402	Leaf-twined Guards	222	poearthb	npc_drop	elemental
21705	Liquefied Earth	222	poearthb	npc_drop	elemental
29744	Mephit Meat	222	poearthb	npc_drop	elemental
21729	Mephit Wings	222	poearthb	npc_drop	elemental
21706	Mud Covered Stones	222	poearthb	npc_drop	elemental
21716	Odd Shaped Stone Formation	222	poearthb	npc_drop	elemental
10028	Peridot	222	poearthb	npc_drop	elemental
15981	Raw Diamond	222	poearthb	npc_drop	elemental
